match_id,season,split
1999-02-14_ath_bilbao_extremadura,1998-99,train
1999-02-14_barcelona_real_madrid,1998-99,train
1999-02-14_betis_santander,1998-99,train
1999-02-14_tenerife_oviedo,1998-99,train
1999-02-14_valladolid_celta,1998-99,train
1999-02-14_villarreal_valencia,1998-99,train
1999-02-14_zaragoza_alaves,1998-99,train
1999-02-20_extremadura_betis,1998-99,train
1999-02-20_real_madrid_ath_bilbao,1998-99,train
1999-02-20_santander_zaragoza,1998-99,train
1999-02-21_alaves_tenerife,1998-99,train
1999-02-21_celta_barcelona,1998-99,train
1999-02-21_espanol_la_coruna,1998-99,train
1999-02-21_oviedo_mallorca,1998-99,train
1999-02-21_salamanca_villarreal,1998-99,train
1999-02-21_sociedad_ath_madrid,1998-99,train
1999-02-21_valencia_valladolid,1998-99,train
1999-02-27_ath_bilbao_celta,1998-99,train
1999-02-27_ath_madrid_oviedo,1998-99,train
1999-02-27_barcelona_valencia,1998-99,train
1999-02-27_betis_real_madrid,1998-99,train
1999-02-28_la_coruna_sociedad,1998-99,train
1999-02-28_mallorca_tenerife,1998-99,train
1999-02-28_santander_alaves,1998-99,train
1999-02-28_valladolid_salamanca,1998-99,train
1999-02-28_villarreal_espanol,1998-99,train
1999-02-28_zaragoza_extremadura,1998-99,train
1999-03-06_oviedo_la_coruna,1998-99,train
1999-03-07_alaves_mallorca,1998-99,train
1999-03-07_celta_betis,1998-99,train
1999-03-07_espanol_valladolid,1998-99,train
1999-03-07_extremadura_santander,1998-99,train
1999-03-07_real_madrid_zaragoza,1998-99,train
1999-03-07_salamanca_barcelona,1998-99,train
1999-03-07_sociedad_villarreal,1998-99,train
1999-03-07_tenerife_ath_madrid,1998-99,train
1999-03-07_valencia_ath_bilbao,1998-99,train
1999-03-13_ath_madrid_mallorca,1998-99,train
1999-03-13_betis_valencia,1998-99,train
1999-03-13_santander_real_madrid,1998-99,train
1999-03-13_zaragoza_celta,1998-99,train
1999-03-14_ath_bilbao_salamanca,1998-99,train
1999-03-14_barcelona_espanol,1998-99,train
1999-03-14_extremadura_alaves,1998-99,train
1999-03-14_la_coruna_tenerife,1998-99,train
1999-03-14_valladolid_sociedad,1998-99,train
1999-03-14_villarreal_oviedo,1998-99,train
1999-03-20_espanol_ath_bilbao,1998-99,train
1999-03-21_alaves_ath_madrid,1998-99,train
1999-03-21_celta_santander,1998-99,train
1999-03-21_mallorca_la_coruna,1998-99,train
1999-03-21_oviedo_valladolid,1998-99,train
1999-03-21_real_madrid_extremadura,1998-99,train
1999-03-21_salamanca_betis,1998-99,train
1999-03-21_sociedad_barcelona,1998-99,train
1999-03-21_tenerife_villarreal,1998-99,train
1999-03-21_valencia_zaragoza,1998-99,train
1999-04-03_la_coruna_ath_madrid,1998-99,train
1999-04-03_santander_valencia,1998-99,train
1999-04-04_ath_bilbao_sociedad,1998-99,train
1999-04-04_barcelona_oviedo,1998-99,train
1999-04-04_betis_espanol,1998-99,train
1999-04-04_extremadura_celta,1998-99,train
1999-04-04_real_madrid_alaves,1998-99,train
1999-04-04_valladolid_tenerife,1998-99,train
1999-04-04_villarreal_mallorca,1998-99,train
1999-04-04_zaragoza_salamanca,1998-99,train
1999-04-10_tenerife_barcelona,1998-99,train
1999-04-11_alaves_la_coruna,1998-99,train
1999-04-11_ath_madrid_villarreal,1998-99,train
1999-04-11_celta_real_madrid,1998-99,train
1999-04-11_espanol_zaragoza,1998-99,train
1999-04-11_mallorca_valladolid,1998-99,train
1999-04-11_oviedo_ath_bilbao,1998-99,train
1999-04-11_salamanca_santander,1998-99,train
1999-04-11_sociedad_betis,1998-99,train
1999-04-11_valencia_extremadura,1998-99,train
1999-04-17_barcelona_mallorca,1998-99,train
1999-04-17_valladolid_ath_madrid,1998-99,train
1999-04-18_ath_bilbao_tenerife,1998-99,train
1999-04-18_betis_oviedo,1998-99,train
1999-04-18_celta_alaves,1998-99,train
1999-04-18_extremadura_salamanca,1998-99,train
1999-04-18_real_madrid_valencia,1998-99,train
1999-04-18_santander_espanol,1998-99,train
1999-04-18_villarreal_la_coruna,1998-99,train
1999-04-18_zaragoza_sociedad,1998-99,train
1999-04-24_valencia_celta,1998-99,train
1999-04-25_alaves_villarreal,1998-99,train
1999-04-25_ath_madrid_barcelona,1998-99,train
1999-04-25_espanol_extremadura,1998-99,train
1999-04-25_la_coruna_valladolid,1998-99,train
1999-04-25_mallorca_ath_bilbao,1998-99,train
1999-04-25_oviedo_zaragoza,1998-99,train
1999-04-25_salamanca_real_madrid,1998-99,train
1999-04-25_sociedad_santander,1998-99,train
1999-04-25_tenerife_betis,1998-99,train
1999-05-01_real_madrid_espanol,1998-99,train
1999-05-01_valencia_alaves,1998-99,train
1999-05-02_ath_bilbao_ath_madrid,1998-99,train
1999-05-02_barcelona_la_coruna,1998-99,train
1999-05-02_betis_mallorca,1998-99,train
1999-05-02_celta_salamanca,1998-99,train
1999-05-02_extremadura_sociedad,1998-99,train
1999-05-02_santander_oviedo,1998-99,train
1999-05-02_valladolid_villarreal,1998-99,train
1999-05-02_zaragoza_tenerife,1998-99,train
1999-05-08_sociedad_real_madrid,1998-99,train
1999-05-09_alaves_valladolid,1998-99,train
1999-05-09_ath_madrid_betis,1998-99,train
1999-05-09_espanol_celta,1998-99,train
1999-05-09_la_coruna_ath_bilbao,1998-99,train
1999-05-09_mallorca_zaragoza,1998-99,train
1999-05-09_oviedo_extremadura,1998-99,train
1999-05-09_salamanca_valencia,1998-99,train
1999-05-09_tenerife_santander,1998-99,train
1999-05-09_villarreal_barcelona,1998-99,train
1999-05-14_santander_mallorca,1998-99,train
1999-05-15_barcelona_valladolid,1998-99,train
1999-05-16_ath_bilbao_villarreal,1998-99,train
1999-05-16_betis_la_coruna,1998-99,train
1999-05-16_celta_sociedad,1998-99,train
1999-05-16_extremadura_tenerife,1998-99,train
1999-05-16_real_madrid_oviedo,1998-99,train
1999-05-16_salamanca_alaves,1998-99,train
1999-05-16_valencia_espanol,1998-99,train
1999-05-16_zaragoza_ath_madrid,1998-99,train
1999-05-22_alaves_barcelona,1998-99,train
1999-05-23_ath_madrid_santander,1998-99,train
1999-05-23_espanol_salamanca,1998-99,train
1999-05-23_la_coruna_zaragoza,1998-99,train
1999-05-23_mallorca_extremadura,1998-99,train
1999-05-23_oviedo_celta,1998-99,train
1999-05-23_sociedad_valencia,1998-99,train
1999-05-23_tenerife_real_madrid,1998-99,train
1999-05-23_valladolid_ath_bilbao,1998-99,train
1999-05-23_villarreal_betis,1998-99,train
1999-05-29_ath_bilbao_barcelona,1998-99,train
1999-05-29_valencia_oviedo,1998-99,train
1999-05-30_betis_valladolid,1998-99,train
1999-05-30_celta_tenerife,1998-99,train
1999-05-30_espanol_alaves,1998-99,train
1999-05-30_extremadura_ath_madrid,1998-99,train
1999-05-30_real_madrid_mallorca,1998-99,train
1999-05-30_salamanca_sociedad,1998-99,train
1999-05-30_santander_la_coruna,1998-99,train
1999-05-30_zaragoza_villarreal,1998-99,train
1999-06-12_ath_madrid_real_madrid,1998-99,train
1999-06-12_la_coruna_extremadura,1998-99,train
1999-06-12_valladolid_zaragoza,1998-99,train
1999-06-13_ath_bilbao_alaves,1998-99,train
1999-06-13_barcelona_betis,1998-99,train
1999-06-13_mallorca_celta,1998-99,train
1999-06-13_oviedo_salamanca,1998-99,train
1999-06-13_sociedad_espanol,1998-99,train
1999-06-13_tenerife_valencia,1998-99,train
1999-06-13_villarreal_santander,1998-99,train
1999-06-19_salamanca_tenerife,1998-99,train
1999-06-19_santander_valladolid,1998-99,train
1999-06-20_alaves_sociedad,1998-99,train
1999-06-20_betis_ath_bilbao,1998-99,train
1999-06-20_celta_ath_madrid,1998-99,train
1999-06-20_espanol_oviedo,1998-99,train
1999-06-20_extremadura_villarreal,1998-99,train
1999-06-20_real_madrid_la_coruna,1998-99,train
1999-06-20_valencia_mallorca,1998-99,train
1999-06-20_zaragoza_barcelona,1998-99,train
1999-08-21_ath_bilbao_betis,1999-00,train
1999-08-21_mallorca_real_madrid,1999-00,train
1999-08-21_valencia_santander,1999-00,train
1999-08-22_ath_madrid_vallecano,1999-00,train
1999-08-22_barcelona_zaragoza,1999-00,train
1999-08-22_la_coruna_alaves,1999-00,train
1999-08-22_malaga_espanol,1999-00,train
1999-08-22_numancia_valladolid,1999-00,train
1999-08-22_oviedo_celta,1999-00,train
1999-08-22_sevilla_sociedad,1999-00,train
1999-08-28_sociedad_ath_madrid,1999-00,train
1999-08-29_alaves_malaga,1999-00,train
1999-08-29_betis_la_coruna,1999-00,train
1999-08-29_celta_sevilla,1999-00,train
1999-08-29_espanol_valencia,1999-00,train
1999-08-29_real_madrid_numancia,1999-00,train
1999-08-29_santander_barcelona,1999-00,train
1999-08-29_valladolid_ath_bilbao,1999-00,train
1999-08-29_vallecano_mallorca,1999-00,train
1999-08-29_zaragoza_oviedo,1999-00,train
1999-09-11_barcelona_espanol,1999-00,train
1999-09-11_la_coruna_valladolid,1999-00,train
1999-09-11_valencia_alaves,1999-00,train
1999-09-12_ath_bilbao_real_madrid,1999-00,train
1999-09-12_ath_madrid_celta,1999-00,train
1999-09-12_malaga_betis,1999-00,train
1999-09-12_mallorca_numancia,1999-00,train
1999-09-12_oviedo_santander,1999-00,train
1999-09-12_sevilla_zaragoza,1999-00,train
1999-09-12_vallecano_sociedad,1999-00,train
1999-09-18_alaves_barcelona,1999-00,train
1999-09-18_betis_valencia,1999-00,train
1999-09-18_espanol_oviedo,1999-00,train
1999-09-18_real_madrid_la_coruna,1999-00,train
1999-09-18_valladolid_malaga,1999-00,train
1999-09-19_celta_vallecano,1999-00,train
1999-09-19_numancia_ath_bilbao,1999-00,train
1999-09-19_santander_sevilla,1999-00,train
1999-09-19_sociedad_mallorca,1999-00,train
1999-09-19_zaragoza_ath_madrid,1999-00,train
1999-09-25_barcelona_betis,1999-00,train
1999-09-25_malaga_real_madrid,1999-00,train
1999-09-25_sociedad_celta,1999-00,train
1999-09-25_valencia_valladolid,1999-00,train
1999-09-26_ath_madrid_santander,1999-00,train
1999-09-26_la_coruna_numancia,1999-00,train
1999-09-26_mallorca_ath_bilbao,1999-00,train
1999-09-26_oviedo_alaves,1999-00,train
1999-09-26_sevilla_espanol,1999-00,train
1999-09-26_vallecano_zaragoza,1999-00,train
1999-10-02_numancia_malaga,1999-00,train
1999-10-02_valladolid_barcelona,1999-00,train
1999-10-03_alaves_sevilla,1999-00,train
1999-10-03_ath_bilbao_la_coruna,1999-00,train
1999-10-03_betis_oviedo,1999-00,train
1999-10-03_celta_mallorca,1999-00,train
1999-10-03_espanol_ath_madrid,1999-00,train
1999-10-03_real_madrid_valencia,1999-00,train
1999-10-03_santander_vallecano,1999-00,train
1999-10-03_zaragoza_sociedad,1999-00,train
1999-10-11_ath_madrid_alaves,1999-00,train
1999-10-12_malaga_ath_bilbao,1999-00,train
1999-10-12_mallorca_la_coruna,1999-00,train
1999-10-12_sevilla_betis,1999-00,train
1999-10-13_barcelona_real_madrid,1999-00,train
1999-10-13_celta_zaragoza,1999-00,train
1999-10-13_oviedo_valladolid,1999-00,train
1999-10-13_sociedad_santander,1999-00,train
1999-10-13_valencia_numancia,1999-00,train
1999-10-13_vallecano_espanol,1999-00,train
1999-10-16_ath_bilbao_valencia,1999-00,train
1999-10-16_la_coruna_malaga,1999-00,train
1999-10-16_numancia_barcelona,1999-00,train
1999-10-16_real_madrid_oviedo,1999-00,train
1999-10-16_santander_celta,1999-00,train
1999-10-17_alaves_vallecano,1999-00,train
1999-10-17_betis_ath_madrid,1999-00,train
1999-10-17_espanol_sociedad,1999-00,train
1999-10-17_valladolid_sevilla,1999-00,train
1999-10-17_zaragoza_mallorca,1999-00,train
1999-10-23_barcelona_ath_bilbao,1999-00,train
1999-10-23_sevilla_real_madrid,1999-00,train
1999-10-23_valencia_la_coruna,1999-00,train
1999-10-24_ath_madrid_valladolid,1999-00,train
1999-10-24_celta_espanol,1999-00,train
1999-10-24_mallorca_malaga,1999-00,train
1999-10-24_oviedo_numancia,1999-00,train
1999-10-24_sociedad_alaves,1999-00,train
1999-10-24_vallecano_betis,1999-00,train
1999-10-24_zaragoza_santander,1999-00,train
1999-10-30_la_coruna_barcelona,1999-00,train
1999-10-30_malaga_valencia,1999-00,train
1999-10-30_real_madrid_ath_madrid,1999-00,train
1999-10-31_alaves_celta,1999-00,train
1999-10-31_ath_bilbao_oviedo,1999-00,train
1999-10-31_betis_sociedad,1999-00,train
1999-10-31_espanol_zaragoza,1999-00,train
1999-10-31_numancia_sevilla,1999-00,train
1999-10-31_santander_mallorca,1999-00,train
1999-10-31_valladolid_vallecano,1999-00,train
1999-11-06_vallecano_real_madrid,1999-00,train
1999-11-07_ath_madrid_numancia,1999-00,train
1999-11-07_barcelona_malaga,1999-00,train
1999-11-07_celta_betis,1999-00,train
1999-11-07_mallorca_valencia,1999-00,train
1999-11-07_oviedo_la_coruna,1999-00,train
1999-11-07_santander_espanol,1999-00,train
1999-11-07_sevilla_ath_bilbao,1999-00,train
1999-11-07_sociedad_valladolid,1999-00,train
1999-11-07_zaragoza_alaves,1999-00,train
1999-11-20_ath_bilbao_ath_madrid,1999-00,train
1999-11-20_valencia_barcelona,1999-00,train
1999-11-21_betis_zaragoza,1999-00,train
1999-11-21_espanol_mallorca,1999-00,train
1999-11-21_malaga_oviedo,1999-00,train
1999-11-21_numancia_vallecano,1999-00,train
1999-11-21_real_madrid_sociedad,1999-00,train
1999-11-21_valladolid_celta,1999-00,train
1999-11-22_la_coruna_sevilla,1999-00,train
1999-11-27_sevilla_malaga,1999-00,train
1999-11-28_ath_madrid_la_coruna,1999-00,train
1999-11-28_celta_real_madrid,1999-00,train
1999-11-28_espanol_alaves,1999-00,train
1999-11-28_mallorca_barcelona,1999-00,train
1999-11-28_oviedo_valencia,1999-00,train
1999-11-28_santander_betis,1999-00,train
1999-11-28_sociedad_numancia,1999-00,train
1999-11-28_vallecano_ath_bilbao,1999-00,train
1999-11-28_zaragoza_valladolid,1999-00,train
1999-12-04_ath_bilbao_sociedad,1999-00,train
1999-12-04_barcelona_oviedo,1999-00,train
1999-12-04_real_madrid_zaragoza,1999-00,train
1999-12-04_valencia_sevilla,1999-00,train
1999-12-05_alaves_mallorca,1999-00,train
1999-12-05_betis_espanol,1999-00,train
1999-12-05_la_coruna_vallecano,1999-00,train
1999-12-05_malaga_ath_madrid,1999-00,train
1999-12-05_numancia_celta,1999-00,train
1999-12-05_valladolid_santander,1999-00,train
1999-12-08_alaves_santander,1999-00,train
1999-12-11_sevilla_barcelona,1999-00,train
1999-12-12_alaves_betis,1999-00,train
1999-12-12_ath_madrid_valencia,1999-00,train
1999-12-12_celta_ath_bilbao,1999-00,train
1999-12-12_espanol_valladolid,1999-00,train
1999-12-12_mallorca_oviedo,1999-00,train
1999-12-12_santander_real_madrid,1999-00,train
1999-12-12_sociedad_la_coruna,1999-00,train
1999-12-12_vallecano_malaga,1999-00,train
1999-12-12_zaragoza_numancia,1999-00,train
1999-12-18_la_coruna_celta,1999-00,train
1999-12-18_real_madrid_espanol,1999-00,train
1999-12-18_valladolid_alaves,1999-00,train
1999-12-19_ath_bilbao_zaragoza,1999-00,train
1999-12-19_barcelona_ath_madrid,1999-00,train
1999-12-19_betis_mallorca,1999-00,train
1999-12-19_malaga_sociedad,1999-00,train
1999-12-19_numancia_santander,1999-00,train
1999-12-19_oviedo_sevilla,1999-00,train
1999-12-19_valencia_vallecano,1999-00,train
1999-12-21_alaves_real_madrid,1999-00,train
1999-12-22_ath_madrid_oviedo,1999-00,train
1999-12-22_betis_valladolid,1999-00,train
1999-12-22_celta_malaga,1999-00,train
1999-12-22_espanol_numancia,1999-00,train
1999-12-22_mallorca_sevilla,1999-00,train
1999-12-22_santander_ath_bilbao,1999-00,train
1999-12-22_sociedad_valencia,1999-00,train
1999-12-22_vallecano_barcelona,1999-00,train
1999-12-22_zaragoza_la_coruna,1999-00,train
2000-01-04_valencia_celta,1999-00,train
2000-01-05_ath_bilbao_espanol,1999-00,train
2000-01-05_barcelona_sociedad,1999-00,train
2000-01-05_la_coruna_santander,1999-00,train
2000-01-05_malaga_zaragoza,1999-00,train
2000-01-05_mallorca_valladolid,1999-00,train
2000-01-05_numancia_alaves,1999-00,train
2000-01-05_oviedo_vallecano,1999-00,train
2000-01-05_sevilla_ath_madrid,1999-00,train
2000-01-08_espanol_la_coruna,1999-00,train
2000-01-09_alaves_ath_bilbao,1999-00,train
2000-01-09_ath_madrid_mallorca,1999-00,train
2000-01-09_betis_numancia,1999-00,train
2000-01-09_celta_barcelona,1999-00,train
2000-01-09_santander_malaga,1999-00,train
2000-01-09_sociedad_oviedo,1999-00,train
2000-01-09_vallecano_sevilla,1999-00,train
2000-01-09_zaragoza_valencia,1999-00,train
2000-01-15_vallecano_ath_madrid,1999-00,train
2000-01-16_alaves_la_coruna,1999-00,train
2000-01-16_betis_ath_bilbao,1999-00,train
2000-01-16_celta_oviedo,1999-00,train
2000-01-16_espanol_malaga,1999-00,train
2000-01-16_santander_valencia,1999-00,train
2000-01-16_sociedad_sevilla,1999-00,train
2000-01-16_valladolid_numancia,1999-00,train
2000-01-16_zaragoza_barcelona,1999-00,train
2000-01-17_real_madrid_mallorca,1999-00,train
2000-01-22_la_coruna_betis,1999-00,train
2000-01-23_ath_bilbao_valladolid,1999-00,train
2000-01-23_ath_madrid_sociedad,1999-00,train
2000-01-23_barcelona_santander,1999-00,train
2000-01-23_malaga_alaves,1999-00,train
2000-01-23_mallorca_vallecano,1999-00,train
2000-01-23_numancia_real_madrid,1999-00,train
2000-01-23_oviedo_zaragoza,1999-00,train
2000-01-23_sevilla_celta,1999-00,train
2000-01-23_valencia_espanol,1999-00,train
2000-01-26_real_madrid_betis,1999-00,train
2000-01-29_celta_ath_madrid,1999-00,train
2000-01-29_espanol_barcelona,1999-00,train
2000-01-30_alaves_valencia,1999-00,train
2000-01-30_betis_malaga,1999-00,train
2000-01-30_numancia_mallorca,1999-00,train
2000-01-30_real_madrid_ath_bilbao,1999-00,train
2000-01-30_santander_oviedo,1999-00,train
2000-01-30_sociedad_vallecano,1999-00,train
2000-01-30_valladolid_la_coruna,1999-00,train
2000-01-30_zaragoza_sevilla,1999-00,train
2000-02-05_valencia_betis,1999-00,train
2000-02-06_ath_bilbao_numancia,1999-00,train
2000-02-06_ath_madrid_zaragoza,1999-00,train
2000-02-06_barcelona_alaves,1999-00,train
2000-02-06_la_coruna_real_madrid,1999-00,train
2000-02-06_malaga_valladolid,1999-00,train
2000-02-06_mallorca_sociedad,1999-00,train
2000-02-06_oviedo_espanol,1999-00,train
2000-02-06_sevilla_santander,1999-00,train
2000-02-06_vallecano_celta,1999-00,train
2000-02-12_ath_bilbao_mallorca,1999-00,train
2000-02-12_real_madrid_malaga,1999-00,train
2000-02-12_valladolid_valencia,1999-00,train
2000-02-13_alaves_oviedo,1999-00,train
2000-02-13_betis_barcelona,1999-00,train
2000-02-13_celta_sociedad,1999-00,train
2000-02-13_espanol_sevilla,1999-00,train
2000-02-13_numancia_la_coruna,1999-00,train
2000-02-13_santander_ath_madrid,1999-00,train
2000-02-13_zaragoza_vallecano,1999-00,train
2000-02-15_valladolid_real_madrid,1999-00,train
2000-02-19_la_coruna_ath_bilbao,1999-00,train
2000-02-20_ath_madrid_espanol,1999-00,train
2000-02-20_barcelona_valladolid,1999-00,train
2000-02-20_malaga_numancia,1999-00,train
2000-02-20_mallorca_celta,1999-00,train
2000-02-20_oviedo_betis,1999-00,train
2000-02-20_sevilla_alaves,1999-00,train
2000-02-20_sociedad_zaragoza,1999-00,train
2000-02-20_valencia_real_madrid,1999-00,train
2000-02-20_vallecano_santander,1999-00,train
2000-02-26_numancia_valencia,1999-00,train
2000-02-26_real_madrid_barcelona,1999-00,train
2000-02-27_alaves_ath_madrid,1999-00,train
2000-02-27_ath_bilbao_malaga,1999-00,train
2000-02-27_betis_sevilla,1999-00,train
2000-02-27_espanol_vallecano,1999-00,train
2000-02-27_la_coruna_mallorca,1999-00,train
2000-02-27_santander_sociedad,1999-00,train
2000-02-27_valladolid_oviedo,1999-00,train
2000-02-27_zaragoza_celta,1999-00,train
2000-03-04_barcelona_numancia,1999-00,train
2000-03-04_oviedo_real_madrid,1999-00,train
2000-03-04_valencia_ath_bilbao,1999-00,train
2000-03-05_ath_madrid_betis,1999-00,train
2000-03-05_celta_santander,1999-00,train
2000-03-05_malaga_la_coruna,1999-00,train
2000-03-05_mallorca_zaragoza,1999-00,train
2000-03-05_sevilla_valladolid,1999-00,train
2000-03-05_sociedad_espanol,1999-00,train
2000-03-05_vallecano_alaves,1999-00,train
2000-03-11_ath_bilbao_barcelona,1999-00,train
2000-03-11_betis_vallecano,1999-00,train
2000-03-11_real_madrid_sevilla,1999-00,train
2000-03-12_alaves_sociedad,1999-00,train
2000-03-12_espanol_celta,1999-00,train
2000-03-12_la_coruna_valencia,1999-00,train
2000-03-12_malaga_mallorca,1999-00,train
2000-03-12_numancia_oviedo,1999-00,train
2000-03-12_santander_zaragoza,1999-00,train
2000-03-12_valladolid_ath_madrid,1999-00,train
2000-03-18_ath_madrid_real_madrid,1999-00,train
2000-03-18_barcelona_la_coruna,1999-00,train
2000-03-18_valencia_malaga,1999-00,train
2000-03-19_celta_alaves,1999-00,train
2000-03-19_mallorca_santander,1999-00,train
2000-03-19_oviedo_ath_bilbao,1999-00,train
2000-03-19_sevilla_numancia,1999-00,train
2000-03-19_sociedad_betis,1999-00,train
2000-03-19_vallecano_valladolid,1999-00,train
2000-03-19_zaragoza_espanol,1999-00,train
2000-03-25_alaves_zaragoza,1999-00,train
2000-03-25_ath_bilbao_sevilla,1999-00,train
2000-03-25_espanol_santander,1999-00,train
2000-03-25_malaga_barcelona,1999-00,train
2000-03-25_numancia_ath_madrid,1999-00,train
2000-03-25_real_madrid_vallecano,1999-00,train
2000-03-25_valencia_mallorca,1999-00,train
2000-03-25_valladolid_sociedad,1999-00,train
2000-03-26_betis_celta,1999-00,train
2000-03-26_la_coruna_oviedo,1999-00,train
2000-04-01_sociedad_real_madrid,1999-00,train
2000-04-02_ath_madrid_ath_bilbao,1999-00,train
2000-04-02_barcelona_valencia,1999-00,train
2000-04-02_celta_valladolid,1999-00,train
2000-04-02_mallorca_espanol,1999-00,train
2000-04-02_oviedo_malaga,1999-00,train
2000-04-02_santander_alaves,1999-00,train
2000-04-02_sevilla_la_coruna,1999-00,train
2000-04-02_vallecano_numancia,1999-00,train
2000-04-02_zaragoza_betis,1999-00,train
2000-04-08_la_coruna_ath_madrid,1999-00,train
2000-04-09_alaves_espanol,1999-00,train
2000-04-09_ath_bilbao_vallecano,1999-00,train
2000-04-09_barcelona_mallorca,1999-00,train
2000-04-09_betis_santander,1999-00,train
2000-04-09_malaga_sevilla,1999-00,train
2000-04-09_numancia_sociedad,1999-00,train
2000-04-09_real_madrid_celta,1999-00,train
2000-04-09_valencia_oviedo,1999-00,train
2000-04-09_valladolid_zaragoza,1999-00,train
2000-04-15_oviedo_barcelona,1999-00,train
2000-04-15_sevilla_valencia,1999-00,train
2000-04-15_zaragoza_real_madrid,1999-00,train
2000-04-16_ath_madrid_malaga,1999-00,train
2000-04-16_celta_numancia,1999-00,train
2000-04-16_espanol_betis,1999-00,train
2000-04-16_mallorca_alaves,1999-00,train
2000-04-16_santander_valladolid,1999-00,train
2000-04-16_sociedad_ath_bilbao,1999-00,train
2000-04-16_vallecano_la_coruna,1999-00,train
2000-04-22_ath_bilbao_celta,1999-00,train
2000-04-22_barcelona_sevilla,1999-00,train
2000-04-22_malaga_vallecano,1999-00,train
2000-04-22_numancia_zaragoza,1999-00,train
2000-04-22_real_madrid_santander,1999-00,train
2000-04-22_valencia_ath_madrid,1999-00,train
2000-04-22_valladolid_espanol,1999-00,train
2000-04-23_betis_alaves,1999-00,train
2000-04-23_la_coruna_sociedad,1999-00,train
2000-04-23_oviedo_mallorca,1999-00,train
2000-04-29_ath_madrid_barcelona,1999-00,train
2000-04-29_espanol_real_madrid,1999-00,train
2000-04-29_vallecano_valencia,1999-00,train
2000-04-30_alaves_valladolid,1999-00,train
2000-04-30_celta_la_coruna,1999-00,train
2000-04-30_mallorca_betis,1999-00,train
2000-04-30_santander_numancia,1999-00,train
2000-04-30_sevilla_oviedo,1999-00,train
2000-04-30_sociedad_malaga,1999-00,train
2000-04-30_zaragoza_ath_bilbao,1999-00,train
2000-05-06_barcelona_vallecano,1999-00,train
2000-05-06_numancia_espanol,1999-00,train
2000-05-06_real_madrid_alaves,1999-00,train
2000-05-06_valencia_sociedad,1999-00,train
2000-05-07_ath_bilbao_santander,1999-00,train
2000-05-07_la_coruna_zaragoza,1999-00,train
2000-05-07_malaga_celta,1999-00,train
2000-05-07_oviedo_ath_madrid,1999-00,train
2000-05-07_sevilla_mallorca,1999-00,train
2000-05-07_valladolid_betis,1999-00,train
2000-05-13_ath_madrid_sevilla,1999-00,train
2000-05-14_alaves_numancia,1999-00,train
2000-05-14_betis_real_madrid,1999-00,train
2000-05-14_celta_valencia,1999-00,train
2000-05-14_espanol_ath_bilbao,1999-00,train
2000-05-14_santander_la_coruna,1999-00,train
2000-05-14_sociedad_barcelona,1999-00,train
2000-05-14_valladolid_mallorca,1999-00,train
2000-05-14_vallecano_oviedo,1999-00,train
2000-05-14_zaragoza_malaga,1999-00,train
2000-05-19_ath_bilbao_alaves,1999-00,train
2000-05-19_barcelona_celta,1999-00,train
2000-05-19_la_coruna_espanol,1999-00,train
2000-05-19_mallorca_ath_madrid,1999-00,train
2000-05-19_real_madrid_valladolid,1999-00,train
2000-05-19_sevilla_vallecano,1999-00,train
2000-05-19_valencia_zaragoza,1999-00,train
2000-05-20_malaga_santander,1999-00,train
2000-05-20_numancia_betis,1999-00,train
2000-05-20_oviedo_sociedad,1999-00,train
2000-09-09_barcelona_malaga,2000-01,train
2000-09-09_la_coruna_ath_bilbao,2000-01,train
2000-09-09_real_madrid_valencia,2000-01,train
2000-09-09_sociedad_santander,2000-01,train
2000-09-09_zaragoza_espanol,2000-01,train
2000-09-10_las_palmas_alaves,2000-01,train
2000-09-10_mallorca_valladolid,2000-01,train
2000-09-10_numancia_oviedo,2000-01,train
2000-09-10_osasuna_celta,2000-01,train
2000-09-10_villarreal_vallecano,2000-01,train
2000-09-16_ath_bilbao_barcelona,2000-01,train
2000-09-16_malaga_real_madrid,2000-01,train
2000-09-16_santander_la_coruna,2000-01,train
2000-09-16_valencia_mallorca,2000-01,train
2000-09-16_valladolid_numancia,2000-01,train
2000-09-17_alaves_villarreal,2000-01,train
2000-09-17_celta_sociedad,2000-01,train
2000-09-17_espanol_osasuna,2000-01,train
2000-09-17_oviedo_las_palmas,2000-01,train
2000-09-17_vallecano_zaragoza,2000-01,train
2000-09-23_barcelona_santander,2000-01,train
2000-09-23_las_palmas_valladolid,2000-01,train
2000-09-23_real_madrid_ath_bilbao,2000-01,train
2000-09-23_sociedad_la_coruna,2000-01,train
2000-09-23_zaragoza_alaves,2000-01,train
2000-09-24_celta_espanol,2000-01,train
2000-09-24_mallorca_malaga,2000-01,train
2000-09-24_numancia_valencia,2000-01,train
2000-09-24_osasuna_vallecano,2000-01,train
2000-09-24_villarreal_oviedo,2000-01,train
2000-09-30_santander_real_madrid,2000-01,train
2000-10-01_alaves_osasuna,2000-01,train
2000-10-01_ath_bilbao_mallorca,2000-01,train
2000-10-01_la_coruna_barcelona,2000-01,train
2000-10-01_malaga_numancia,2000-01,train
2000-10-01_oviedo_zaragoza,2000-01,train
2000-10-01_valencia_las_palmas,2000-01,train
2000-10-01_valladolid_villarreal,2000-01,train
2000-10-01_vallecano_celta,2000-01,train
2000-10-14_espanol_vallecano,2000-01,train
2000-10-14_las_palmas_malaga,2000-01,train
